t	θ	uncertainty T	uncertainty A
111.42	0.010	0.02	0.009
111.46	0.010	0.02	0.009
111.49	0.010	0.02	0.009
111.52	0.009	0.02	0.009
111.56	0.007	0.02	0.009
111.59	0.005	0.02	0.009
111.62	0.003	0.02	0.009
111.66	0.000	0.02	0.009
111.69	-0.003	0.02	0.009
111.72	-0.005	0.02	0.009
111.76	-0.007	0.02	0.009
111.79	-0.008	0.02	0.009
111.82	-0.009	0.02	0.009
111.86	-0.009	0.02	0.009
111.89	-0.009	0.02	0.009
111.92	-0.008	0.02	0.009
111.96	-0.006	0.02	0.009
111.99	-0.004	0.02	0.009
112.02	-0.002	0.02	0.009
112.05	0.000	0.02	0.009
112.09	0.003	0.02	0.009
112.12	0.005	0.02	0.009
112.15	0.007	0.02	0.009
112.19	0.008	0.02	0.009
112.22	0.009	0.02	0.009
112.25	0.010	0.02	0.009
112.29	0.009	0.02	0.009
112.32	0.009	0.02	0.009
112.35	0.007	0.02	0.009
112.39	0.005	0.02	0.009
112.42	0.003	0.02	0.009
112.45	0.000	0.02	0.009
112.49	-0.003	0.02	0.009
112.52	-0.005	0.02	0.009
112.55	-0.006	0.02	0.009
112.59	-0.008	0.02	0.009
112.62	-0.009	0.02	0.009
112.65	-0.009	0.02	0.009
112.69	-0.009	0.02	0.009
112.72	-0.008	0.02	0.009
112.75	-0.007	0.02	0.009
112.79	-0.005	0.02	0.009
112.82	-0.003	0.02	0.009
112.85	0.000	0.02	0.009
112.89	0.002	0.02	0.009
112.92	0.004	0.02	0.009
112.95	0.006	0.02	0.009
112.99	0.008	0.02	0.009
113.02	0.009	0.02	0.009
113.05	0.010	0.02	0.009
113.09	0.010	0.02	0.009
113.12	0.010	0.02	0.009
113.15	0.009	0.02	0.009
113.19	0.007	0.02	0.009
113.22	0.005	0.02	0.009
113.25	0.002	0.02	0.009
113.28	0.000	0.02	0.009
113.32	-0.002	0.02	0.009
113.35	-0.005	0.02	0.009
113.38	-0.007	0.02	0.009
113.42	-0.008	0.02	0.009
113.45	-0.009	0.02	0.009
113.48	-0.009	0.02	0.009
113.52	-0.009	0.02	0.009
113.55	-0.008	0.02	0.009
113.58	-0.006	0.02	0.009
113.62	-0.004	0.02	0.009
113.65	-0.002	0.02	0.009
113.68	0.000	0.02	0.009
113.72	0.003	0.02	0.009
113.75	0.004	0.02	0.009
113.78	0.007	0.02	0.009
113.82	0.008	0.02	0.009
113.85	0.009	0.02	0.009
113.88	0.010	0.02	0.009
113.92	0.009	0.02	0.009
113.95	0.008	0.02	0.009
113.98	0.007	0.02	0.009
114.02	0.005	0.02	0.009
114.05	0.003	0.02	0.009
114.08	0.001	0.02	0.009
114.12	-0.002	0.02	0.009
114.15	-0.004	0.02	0.009
114.18	-0.007	0.02	0.009
114.22	-0.008	0.02	0.009
114.25	-0.010	0.02	0.009
114.28	-0.010	0.02	0.009
114.32	-0.010	0.02	0.009
114.35	-0.010	0.02	0.009
114.38	-0.009	0.02	0.009
114.41	-0.007	0.02	0.009
114.45	-0.004	0.02	0.009
114.48	-0.002	0.02	0.009
114.51	0.001	0.02	0.009
114.55	0.003	0.02	0.009
114.58	0.005	0.02	0.009
114.61	0.006	0.02	0.009
114.65	0.008	0.02	0.009
114.68	0.009	0.02	0.009
114.71	0.009	0.02	0.009
114.75	0.009	0.02	0.009
114.78	0.008	0.02	0.009
114.81	0.006	0.02	0.009
114.85	0.004	0.02	0.009
114.88	0.002	0.02	0.009
114.91	0.000	0.02	0.009
114.95	-0.003	0.02	0.009
114.98	-0.005	0.02	0.009
115.01	-0.007	0.02	0.009
115.05	-0.008	0.02	0.009
115.08	-0.009	0.02	0.009
115.11	-0.009	0.02	0.009
115.15	-0.008	0.02	0.009
115.18	-0.007	0.02	0.009
115.21	-0.006	0.02	0.009
115.25	-0.004	0.02	0.009
115.28	-0.002	0.02	0.009
115.31	0.000	0.02	0.009
115.35	0.002	0.02	0.009
115.38	0.005	0.02	0.009
115.41	0.006	0.02	0.009
115.45	0.008	0.02	0.009
115.48	0.009	0.02	0.009
115.51	0.009	0.02	0.009
115.55	0.009	0.02	0.009
115.58	0.009	0.02	0.009
115.61	0.007	0.02	0.009
115.64	0.005	0.02	0.009
115.68	0.003	0.02	0.009
115.71	0.001	0.02	0.009
115.74	-0.002	0.02	0.009
115.78	-0.004	0.02	0.009
115.81	-0.006	0.02	0.009
115.84	-0.008	0.02	0.009
115.88	-0.009	0.02	0.009
115.91	-0.009	0.02	0.009
115.94	-0.009	0.02	0.009
115.98	-0.008	0.02	0.009
116.01	-0.007	0.02	0.009
116.04	-0.005	0.02	0.009
116.08	-0.003	0.02	0.009
116.11	0.000	0.02	0.009
116.14	0.002	0.02	0.009
116.18	0.004	0.02	0.009
116.21	0.006	0.02	0.009
116.24	0.008	0.02	0.009
116.28	0.009	0.02	0.009
116.31	0.010	0.02	0.009
116.34	0.010	0.02	0.009
116.38	0.010	0.02	0.009
116.41	0.008	0.02	0.009
116.44	0.007	0.02	0.009
116.48	0.005	0.02	0.009
116.51	0.003	0.02	0.009
116.54	0.000	0.02	0.009
116.58	-0.002	0.02	0.009
116.61	-0.004	0.02	0.009
116.64	-0.005	0.02	0.009
116.68	-0.007	0.02	0.009
116.71	-0.008	0.02	0.009
116.74	-0.008	0.02	0.009
116.77	-0.008	0.02	0.009
116.81	-0.007	0.02	0.009
116.84	-0.006	0.02	0.009
116.87	-0.004	0.02	0.009
116.91	-0.002	0.02	0.009
116.94	0.000	0.02	0.009
116.97	0.002	0.02	0.009
117.01	0.005	0.02	0.009
117.04	0.006	0.02	0.009
117.07	0.008	0.02	0.009
117.11	0.009	0.02	0.009
117.14	0.009	0.02	0.009
117.17	0.009	0.02	0.009
117.21	0.008	0.02	0.009
117.24	0.008	0.02	0.009
117.27	0.006	0.02	0.009
117.31	0.004	0.02	0.009
117.34	0.002	0.02	0.009
117.37	0.000	0.02	0.009
117.41	-0.003	0.02	0.009
117.44	-0.005	0.02	0.009
117.47	-0.006	0.02	0.009
117.51	-0.007	0.02	0.009
117.54	-0.008	0.02	0.009
117.57	-0.008	0.02	0.009
117.61	-0.008	0.02	0.009
117.64	-0.007	0.02	0.009
117.67	-0.005	0.02	0.009
117.71	-0.002	0.02	0.009
117.74	0.000	0.02	0.009
117.77	0.002	0.02	0.009
117.81	0.004	0.02	0.009
117.84	0.006	0.02	0.009
117.87	0.008	0.02	0.009
117.91	0.009	0.02	0.009
117.94	0.009	0.02	0.009
117.97	0.009	0.02	0.009
118.00	0.008	0.02	0.009
118.04	0.008	0.02	0.009
118.07	0.006	0.02	0.009
118.10	0.005	0.02	0.009
118.14	0.002	0.02	0.009
118.17	0.000	0.02	0.009
118.20	-0.002	0.02	0.009
118.24	-0.004	0.02	0.009
118.27	-0.006	0.02	0.009
118.30	-0.007	0.02	0.009
118.34	-0.008	0.02	0.009
118.37	-0.009	0.02	0.009
118.40	-0.008	0.02	0.009
118.44	-0.007	0.02	0.009
118.47	-0.006	0.02	0.009
118.50	-0.004	0.02	0.009
118.54	-0.002	0.02	0.009
118.57	0.000	0.02	0.009
118.60	0.002	0.02	0.009
118.64	0.005	0.02	0.009
118.67	0.006	0.02	0.009
118.70	0.008	0.02	0.009
118.74	0.009	0.02	0.009
118.77	0.009	0.02	0.009
118.80	0.009	0.02	0.009
118.84	0.008	0.02	0.009
118.87	0.008	0.02	0.009
118.90	0.006	0.02	0.009
118.94	0.004	0.02	0.009
118.97	0.002	0.02	0.009
119.00	-0.001	0.02	0.009
119.04	-0.003	0.02	0.009
119.07	-0.005	0.02	0.009
119.10	-0.006	0.02	0.009
119.14	-0.007	0.02	0.009
119.17	-0.008	0.02	0.009
119.20	-0.008	0.02	0.009
119.23	-0.007	0.02	0.009
119.27	-0.006	0.02	0.009
119.30	-0.005	0.02	0.009
119.33	-0.003	0.02	0.009
119.37	0.000	0.02	0.009
119.40	0.002	0.02	0.009
119.43	0.004	0.02	0.009
119.47	0.006	0.02	0.009
119.50	0.008	0.02	0.009
119.53	0.008	0.02	0.009
119.57	0.009	0.02	0.009
119.60	0.009	0.02	0.009
119.63	0.009	0.02	0.009
119.67	0.008	0.02	0.009
119.70	0.007	0.02	0.009
119.73	0.005	0.02	0.009
119.77	0.003	0.02	0.009
119.80	0.000	0.02	0.009
119.83	-0.002	0.02	0.009
119.87	-0.004	0.02	0.009
119.90	-0.006	0.02	0.009
119.93	-0.007	0.02	0.009
119.97	-0.008	0.02	0.009
120.00	-0.009	0.02	0.009
120.03	-0.009	0.02	0.009
120.07	-0.007	0.02	0.009
120.10	-0.006	0.02	0.009
120.13	-0.004	0.02	0.009
120.17	-0.002	0.02	0.009
120.20	0.000	0.02	0.009
120.23	0.002	0.02	0.009
120.27	0.004	0.02	0.009
120.30	0.006	0.02	0.009
120.33	0.008	0.02	0.009
120.37	0.009	0.02	0.009
120.40	0.009	0.02	0.009
120.43	0.009	0.02	0.009
120.46	0.008	0.02	0.009
120.50	0.007	0.02	0.009
120.53	0.006	0.02	0.009
120.56	0.004	0.02	0.009
120.60	0.002	0.02	0.009
120.63	0.000	0.02	0.009
120.66	-0.002	0.02	0.009
120.70	-0.004	0.02	0.009
120.73	-0.006	0.02	0.009
120.76	-0.007	0.02	0.009
120.80	-0.007	0.02	0.009
120.83	-0.008	0.02	0.009
120.86	-0.007	0.02	0.009
120.90	-0.006	0.02	0.009
120.93	-0.005	0.02	0.009
120.96	-0.003	0.02	0.009
121.00	0.000	0.02	0.009
121.03	0.002	0.02	0.009
121.06	0.004	0.02	0.009
121.10	0.006	0.02	0.009
121.13	0.008	0.02	0.009
121.16	0.009	0.02	0.009
121.20	0.009	0.02	0.009
121.23	0.009	0.02	0.009
121.26	0.009	0.02	0.009
121.30	0.008	0.02	0.009
121.33	0.007	0.02	0.009
121.36	0.004	0.02	0.009
121.40	0.003	0.02	0.009
121.43	0.000	0.02	0.009
121.46	-0.002	0.02	0.009
121.50	-0.004	0.02	0.009
121.53	-0.005	0.02	0.009
121.56	-0.007	0.02	0.009
121.59	-0.008	0.02	0.009
121.63	-0.009	0.02	0.009
121.66	-0.008	0.02	0.009
121.69	-0.008	0.02	0.009
121.73	-0.006	0.02	0.009
121.76	-0.004	0.02	0.009
121.79	-0.002	0.02	0.009
121.83	0.000	0.02	0.009
121.86	0.002	0.02	0.009
121.89	0.004	0.02	0.009
121.93	0.006	0.02	0.009
121.96	0.008	0.02	0.009
121.99	0.009	0.02	0.009
122.03	0.009	0.02	0.009
122.06	0.009	0.02	0.009
122.09	0.008	0.02	0.009
122.13	0.008	0.02	0.009
122.16	0.006	0.02	0.009
122.19	0.004	0.02	0.009
122.23	0.002	0.02	0.009
122.26	0.000	0.02	0.009
122.29	-0.003	0.02	0.009
122.33	-0.004	0.02	0.009
122.36	-0.006	0.02	0.009
122.39	-0.007	0.02	0.009
122.43	-0.007	0.02	0.009
122.46	-0.007	0.02	0.009
122.49	-0.007	0.02	0.009
122.53	-0.006	0.02	0.009
122.56	-0.005	0.02	0.009
122.59	-0.002	0.02	0.009
122.63	0.000	0.02	0.009
122.66	0.002	0.02	0.009
122.69	0.004	0.02	0.009
122.73	0.006	0.02	0.009
122.76	0.007	0.02	0.009
122.79	0.009	0.02	0.009
122.82	0.009	0.02	0.009
122.86	0.009	0.02	0.009
122.89	0.008	0.02	0.009
122.92	0.008	0.02	0.009
122.96	0.006	0.02	0.009
122.99	0.004	0.02	0.009
123.02	0.003	0.02	0.009
123.06	0.000	0.02	0.009
123.09	-0.002	0.02	0.009
123.12	-0.004	0.02	0.009
123.16	-0.006	0.02	0.009
123.19	-0.008	0.02	0.009
123.22	-0.008	0.02	0.009
123.26	-0.009	0.02	0.009
123.29	-0.008	0.02	0.009
123.32	-0.008	0.02	0.009
123.36	-0.007	0.02	0.009
123.39	-0.005	0.02	0.009
123.42	-0.003	0.02	0.009
123.46	0.000	0.02	0.009
123.49	0.002	0.02	0.009
123.52	0.004	0.02	0.009
123.56	0.006	0.02	0.009
123.59	0.007	0.02	0.009
123.62	0.008	0.02	0.009
123.66	0.009	0.02	0.009
123.69	0.009	0.02	0.009
123.72	0.008	0.02	0.009
123.76	0.007	0.02	0.009
123.79	0.006	0.02	0.009
123.82	0.004	0.02	0.009
123.86	0.002	0.02	0.009
123.89	0.000	0.02	0.009
123.92	-0.002	0.02	0.009
123.96	-0.004	0.02	0.009
123.99	-0.006	0.02	0.009
124.02	-0.007	0.02	0.009
124.05	-0.007	0.02	0.009
124.09	-0.007	0.02	0.009
124.12	-0.007	0.02	0.009
124.15	-0.006	0.02	0.009
124.19	-0.005	0.02	0.009
124.22	-0.002	0.02	0.009
124.25	0.000	0.02	0.009
124.29	0.002	0.02	0.009
124.32	0.004	0.02	0.009
124.35	0.006	0.02	0.009
124.39	0.007	0.02	0.009
124.42	0.008	0.02	0.009
124.45	0.009	0.02	0.009
124.49	0.009	0.02	0.009
124.52	0.009	0.02	0.009
124.55	0.008	0.02	0.009
124.59	0.007	0.02	0.009
124.62	0.005	0.02	0.009
124.65	0.002	0.02	0.009
124.69	0.000	0.02	0.009
124.72	-0.002	0.02	0.009
124.75	-0.004	0.02	0.009
124.79	-0.006	0.02	0.009
124.82	-0.007	0.02	0.009
124.85	-0.007	0.02	0.009
124.89	-0.007	0.02	0.009
124.92	-0.007	0.02	0.009
124.95	-0.007	0.02	0.009
124.99	-0.005	0.02	0.009
125.02	-0.004	0.02	0.009
125.05	-0.002	0.02	0.009
125.09	0.000	0.02	0.009
125.12	0.002	0.02	0.009
125.15	0.004	0.02	0.009
125.18	0.006	0.02	0.009
125.22	0.008	0.02	0.009
125.25	0.008	0.02	0.009
125.28	0.009	0.02	0.009
125.32	0.009	0.02	0.009
125.35	0.008	0.02	0.009
125.38	0.007	0.02	0.009
125.42	0.006	0.02	0.009
125.45	0.004	0.02	0.009
125.48	0.002	0.02	0.009
125.52	0.000	0.02	0.009
125.55	-0.002	0.02	0.009
125.58	-0.004	0.02	0.009
125.62	-0.006	0.02	0.009
125.65	-0.007	0.02	0.009
125.68	-0.007	0.02	0.009
125.72	-0.007	0.02	0.009
125.75	-0.007	0.02	0.009
125.78	-0.006	0.02	0.009
125.82	-0.005	0.02	0.009
125.85	-0.002	0.02	0.009
125.88	0.000	0.02	0.009
125.92	0.002	0.02	0.009
125.95	0.004	0.02	0.009
125.98	0.006	0.02	0.009
126.02	0.007	0.02	0.009
126.05	0.008	0.02	0.009
126.08	0.009	0.02	0.009
126.12	0.009	0.02	0.009
126.15	0.008	0.02	0.009
126.18	0.007	0.02	0.009
126.22	0.006	0.02	0.009
126.25	0.004	0.02	0.009
126.28	0.002	0.02	0.009
126.32	0.000	0.02	0.009
126.35	-0.002	0.02	0.009
126.38	-0.003	0.02	0.009
126.41	-0.005	0.02	0.009
126.45	-0.007	0.02	0.009
126.48	-0.007	0.02	0.009
126.51	-0.007	0.02	0.009
126.55	-0.007	0.02	0.009
126.58	-0.007	0.02	0.009
126.61	-0.005	0.02	0.009
126.65	-0.003	0.02	0.009
126.68	-0.002	0.02	0.009
126.71	0.000	0.02	0.009
126.75	0.002	0.02	0.009
126.78	0.004	0.02	0.009
126.81	0.006	0.02	0.009
126.85	0.007	0.02	0.009
126.88	0.008	0.02	0.009
126.91	0.008	0.02	0.009
126.95	0.008	0.02	0.009
126.98	0.008	0.02	0.009
127.01	0.007	0.02	0.009
127.05	0.005	0.02	0.009
127.08	0.004	0.02	0.009
127.11	0.002	0.02	0.009
127.15	0.000	0.02	0.009
127.18	-0.002	0.02	0.009
127.21	-0.004	0.02	0.009
127.25	-0.005	0.02	0.009
127.28	-0.007	0.02	0.009
127.31	-0.007	0.02	0.009
127.35	-0.007	0.02	0.009
127.38	-0.007	0.02	0.009
127.41	-0.006	0.02	0.009
127.45	-0.005	0.02	0.009
127.48	-0.003	0.02	0.009
127.51	0.000	0.02	0.009
127.54	0.002	0.02	0.009
127.58	0.004	0.02	0.009
127.61	0.006	0.02	0.009
127.64	0.007	0.02	0.009
127.68	0.008	0.02	0.009
127.71	0.008	0.02	0.009
127.74	0.008	0.02	0.009
127.78	0.009	0.02	0.009
127.81	0.008	0.02	0.009
127.84	0.006	0.02	0.009
127.88	0.004	0.02	0.009
127.91	0.003	0.02	0.009
127.94	0.000	0.02	0.009
127.98	-0.002	0.02	0.009
128.01	-0.003	0.02	0.009
128.04	-0.005	0.02	0.009
128.08	-0.007	0.02	0.009
128.11	-0.007	0.02	0.009
128.14	-0.007	0.02	0.009
128.18	-0.007	0.02	0.009
128.21	-0.006	0.02	0.009
128.24	-0.005	0.02	0.009
128.28	-0.003	0.02	0.009
128.31	-0.002	0.02	0.009
128.34	0.000	0.02	0.009
128.38	0.002	0.02	0.009
128.41	0.004	0.02	0.009
128.44	0.006	0.02	0.009
128.48	0.007	0.02	0.009
128.51	0.008	0.02	0.009
128.54	0.008	0.02	0.009
128.58	0.008	0.02	0.009
128.61	0.008	0.02	0.009
128.64	0.007	0.02	0.009
128.68	0.006	0.02	0.009
128.71	0.004	0.02	0.009
128.74	0.002	0.02	0.009
128.77	0.000	0.02	0.009
128.81	-0.002	0.02	0.009
128.84	-0.004	0.02	0.009
128.87	-0.005	0.02	0.009
128.91	-0.006	0.02	0.009
128.94	-0.007	0.02	0.009
128.97	-0.007	0.02	0.009
129.01	-0.006	0.02	0.009
129.04	-0.005	0.02	0.009
129.07	-0.005	0.02	0.009
129.11	-0.003	0.02	0.009
129.14	-0.001	0.02	0.009
129.17	0.002	0.02	0.009
129.21	0.004	0.02	0.009
129.24	0.006	0.02	0.009
129.27	0.007	0.02	0.009
129.31	0.008	0.02	0.009
129.34	0.009	0.02	0.009
129.37	0.009	0.02	0.009
129.41	0.008	0.02	0.009
129.44	0.008	0.02	0.009
129.47	0.007	0.02	0.009
129.51	0.005	0.02	0.009
129.54	0.003	0.02	0.009
129.57	0.001	0.02	0.009
129.61	-0.002	0.02	0.009
129.64	-0.003	0.02	0.009
129.67	-0.005	0.02	0.009
129.71	-0.006	0.02	0.009
129.74	-0.007	0.02	0.009
129.77	-0.007	0.02	0.009
129.81	-0.007	0.02	0.009
129.84	-0.006	0.02	0.009
129.87	-0.005	0.02	0.009
129.91	-0.003	0.02	0.009
129.94	-0.002	0.02	0.009
129.97	0.000	0.02	0.009
130.00	0.002	0.02	0.009
130.04	0.004	0.02	0.009
130.07	0.006	0.02	0.009
130.10	0.007	0.02	0.009
130.14	0.008	0.02	0.009
130.17	0.009	0.02	0.009
130.20	0.008	0.02	0.009
130.24	0.008	0.02	0.009
130.27	0.007	0.02	0.009
130.30	0.006	0.02	0.009
130.34	0.004	0.02	0.009
130.37	0.002	0.02	0.009
130.40	0.000	0.02	0.009
130.44	-0.002	0.02	0.009
130.47	-0.004	0.02	0.009
130.50	-0.005	0.02	0.009
130.54	-0.006	0.02	0.009
130.57	-0.007	0.02	0.009
130.60	-0.007	0.02	0.009
130.64	-0.007	0.02	0.009
130.67	-0.005	0.02	0.009
130.70	-0.004	0.02	0.009
130.74	-0.003	0.02	0.009
130.77	0.000	0.02	0.009
130.80	0.002	0.02	0.009
130.84	0.004	0.02	0.009
130.87	0.006	0.02	0.009
130.90	0.007	0.02	0.009
130.94	0.008	0.02	0.009
130.97	0.009	0.02	0.009
131.00	0.009	0.02	0.009
131.04	0.008	0.02	0.009
131.07	0.008	0.02	0.009
131.10	0.007	0.02	0.009
131.13	0.005	0.02	0.009
131.17	0.003	0.02	0.009
131.20	0.001	0.02	0.009
131.23	-0.001	0.02	0.009
131.27	-0.003	0.02	0.009
131.30	-0.005	0.02	0.009
131.33	-0.006	0.02	0.009
131.37	-0.007	0.02	0.009
131.40	-0.007	0.02	0.009
131.43	-0.007	0.02	0.009
131.47	-0.006	0.02	0.009
131.50	-0.005	0.02	0.009
131.53	-0.003	0.02	0.009
131.57	-0.001	0.02	0.009
131.60	0.000	0.02	0.009
131.63	0.003	0.02	0.009
131.67	0.004	0.02	0.009
131.70	0.006	0.02	0.009
131.73	0.007	0.02	0.009
131.77	0.008	0.02	0.009
131.80	0.008	0.02	0.009
131.83	0.008	0.02	0.009
131.87	0.007	0.02	0.009
131.90	0.006	0.02	0.009
131.93	0.004	0.02	0.009
131.97	0.003	0.02	0.009
132.00	0.001	0.02	0.009
132.03	-0.001	0.02	0.009
132.07	-0.003	0.02	0.009
132.10	-0.005	0.02	0.009
132.13	-0.006	0.02	0.009
132.17	-0.007	0.02	0.009
132.20	-0.007	0.02	0.009
132.23	-0.007	0.02	0.009
132.27	-0.006	0.02	0.009
132.30	-0.005	0.02	0.009
132.33	-0.004	0.02	0.009
132.37	-0.002	0.02	0.009
132.40	0.000	0.02	0.009
132.43	0.002	0.02	0.009
132.46	0.004	0.02	0.009
132.50	0.005	0.02	0.009
132.53	0.006	0.02	0.009
132.56	0.007	0.02	0.009
132.60	0.008	0.02	0.009
132.63	0.008	0.02	0.009
132.66	0.007	0.02	0.009
132.70	0.006	0.02	0.009
132.73	0.005	0.02	0.009
132.76	0.003	0.02	0.009
132.80	0.002	0.02	0.009
132.83	0.000	0.02	0.009
132.86	-0.002	0.02	0.009
132.90	-0.004	0.02	0.009
132.93	-0.005	0.02	0.009
132.96	-0.006	0.02	0.009
133.00	-0.007	0.02	0.009
133.03	-0.007	0.02	0.009
133.06	-0.006	0.02	0.009
133.10	-0.006	0.02	0.009
133.13	-0.005	0.02	0.009
133.16	-0.003	0.02	0.009
133.20	-0.001	0.02	0.009
133.23	0.000	0.02	0.009
133.26	0.002	0.02	0.009
133.30	0.004	0.02	0.009
133.33	0.006	0.02	0.009
133.36	0.007	0.02	0.009
133.40	0.008	0.02	0.009
133.43	0.008	0.02	0.009
133.46	0.008	0.02	0.009
133.50	0.007	0.02	0.009
133.53	0.006	0.02	0.009
133.56	0.004	0.02	0.009
133.59	0.003	0.02	0.009
133.63	0.001	0.02	0.009
133.66	0.000	0.02	0.009
133.69	-0.002	0.02	0.009
133.73	-0.004	0.02	0.009
133.76	-0.005	0.02	0.009
133.79	-0.007	0.02	0.009
133.83	-0.007	0.02	0.009
133.86	-0.007	0.02	0.009
133.89	-0.006	0.02	0.009
133.93	-0.005	0.02	0.009
133.96	-0.004	0.02	0.009
133.99	-0.003	0.02	0.009
134.03	-0.001	0.02	0.009
134.06	0.002	0.02	0.009
134.09	0.003	0.02	0.009
134.13	0.005	0.02	0.009
134.16	0.006	0.02	0.009
134.19	0.007	0.02	0.009
134.23	0.008	0.02	0.009
134.26	0.008	0.02	0.009
134.29	0.007	0.02	0.009
134.33	0.006	0.02	0.009
134.36	0.005	0.02	0.009
134.39	0.003	0.02	0.009
134.43	0.002	0.02	0.009
134.46	0.000	0.02	0.009
134.49	-0.002	0.02	0.009
134.53	-0.004	0.02	0.009
134.56	-0.005	0.02	0.009
134.59	-0.007	0.02	0.009
134.63	-0.007	0.02	0.009
134.66	-0.007	0.02	0.009
134.69	-0.007	0.02	0.009
134.73	-0.006	0.02	0.009
134.76	-0.005	0.02	0.009
134.79	-0.003	0.02	0.009
134.82	-0.001	0.02	0.009
134.86	0.000	0.02	0.009
134.89	0.002	0.02	0.009
134.92	0.004	0.02	0.009
134.96	0.006	0.02	0.009
134.99	0.007	0.02	0.009
135.02	0.008	0.02	0.009
135.06	0.008	0.02	0.009
135.09	0.008	0.02	0.009
135.12	0.008	0.02	0.009
135.16	0.006	0.02	0.009
135.19	0.005	0.02	0.009
135.22	0.004	0.02	0.009
135.26	0.002	0.02	0.009
135.29	0.000	0.02	0.009
135.32	-0.002	0.02	0.009
135.36	-0.004	0.02	0.009
135.39	-0.005	0.02	0.009
135.42	-0.006	0.02	0.009
135.46	-0.007	0.02	0.009
135.49	-0.007	0.02	0.009
135.52	-0.006	0.02	0.009
135.56	-0.005	0.02	0.009
135.59	-0.004	0.02	0.009
135.62	-0.003	0.02	0.009
135.66	-0.001	0.02	0.009
135.69	0.001	0.02	0.009
135.72	0.003	0.02	0.009
135.76	0.005	0.02	0.009
135.79	0.006	0.02	0.009
135.82	0.008	0.02	0.009
135.86	0.008	0.02	0.009
135.89	0.008	0.02	0.009
135.92	0.008	0.02	0.009
135.95	0.007	0.02	0.009
135.99	0.006	0.02	0.009
136.02	0.004	0.02	0.009
136.05	0.003	0.02	0.009
136.09	0.001	0.02	0.009
136.12	-0.001	0.02	0.009
136.15	-0.003	0.02	0.009
136.19	-0.005	0.02	0.009
136.22	-0.006	0.02	0.009
136.25	-0.007	0.02	0.009
136.29	-0.007	0.02	0.009
136.32	-0.007	0.02	0.009
136.35	-0.006	0.02	0.009
136.39	-0.005	0.02	0.009
136.42	-0.003	0.02	0.009
136.45	-0.002	0.02	0.009
136.49	0.000	0.02	0.009
136.52	0.002	0.02	0.009
136.55	0.004	0.02	0.009
136.59	0.006	0.02	0.009
136.62	0.007	0.02	0.009
136.65	0.008	0.02	0.009
136.69	0.008	0.02	0.009
136.72	0.008	0.02	0.009
136.75	0.008	0.02	0.009
136.79	0.007	0.02	0.009
136.82	0.006	0.02	0.009
136.85	0.004	0.02	0.009
136.89	0.002	0.02	0.009
136.92	0.001	0.02	0.009
136.95	-0.001	0.02	0.009
136.99	-0.003	0.02	0.009
137.02	-0.004	0.02	0.009
137.05	-0.005	0.02	0.009
137.09	-0.005	0.02	0.009
137.12	-0.005	0.02	0.009
137.15	-0.005	0.02	0.009
137.18	-0.004	0.02	0.009
137.22	-0.003	0.02	0.009
137.25	-0.001	0.02	0.009
137.28	0.001	0.02	0.009
137.32	0.002	0.02	0.009
137.35	0.004	0.02	0.009
137.38	0.006	0.02	0.009
137.42	0.007	0.02	0.009
137.45	0.008	0.02	0.009
137.48	0.009	0.02	0.009
137.52	0.009	0.02	0.009
137.55	0.008	0.02	0.009
137.58	0.007	0.02	0.009
137.62	0.006	0.02	0.009
137.65	0.004	0.02	0.009
137.68	0.002	0.02	0.009
137.72	0.000	0.02	0.009
137.75	-0.001	0.02	0.009
137.78	-0.003	0.02	0.009
137.82	-0.005	0.02	0.009
137.85	-0.006	0.02	0.009
137.88	-0.007	0.02	0.009
137.92	-0.007	0.02	0.009
137.95	-0.006	0.02	0.009
137.98	-0.006	0.02	0.009
138.02	-0.004	0.02	0.009
138.05	-0.003	0.02	0.009
138.08	-0.001	0.02	0.009
138.12	0.000	0.02	0.009
138.15	0.002	0.02	0.009
138.18	0.004	0.02	0.009
138.22	0.006	0.02	0.009
138.25	0.007	0.02	0.009
138.28	0.008	0.02	0.009
138.32	0.008	0.02	0.009
138.35	0.008	0.02	0.009
138.38	0.008	0.02	0.009
138.41	0.006	0.02	0.009
138.45	0.005	0.02	0.009
138.48	0.003	0.02	0.009
138.51	0.002	0.02	0.009
138.55	-0.001	0.02	0.009
138.58	-0.002	0.02	0.009
138.61	-0.004	0.02	0.009
138.65	-0.005	0.02	0.009
138.68	-0.006	0.02	0.009
138.71	-0.007	0.02	0.009
138.75	-0.007	0.02	0.009
138.78	-0.006	0.02	0.009
138.81	-0.005	0.02	0.009
138.85	-0.003	0.02	0.009
138.88	-0.002	0.02	0.009
138.91	0.000	0.02	0.009
138.95	0.002	0.02	0.009
138.98	0.004	0.02	0.009
139.01	0.006	0.02	0.009
139.05	0.007	0.02	0.009
139.08	0.008	0.02	0.009
139.11	0.008	0.02	0.009
139.15	0.009	0.02	0.009
139.18	0.008	0.02	0.009
139.21	0.007	0.02	0.009
139.25	0.006	0.02	0.009
139.28	0.004	0.02	0.009
139.31	0.002	0.02	0.009
139.35	0.000	0.02	0.009
139.38	-0.001	0.02	0.009
139.41	-0.003	0.02	0.009
139.45	-0.005	0.02	0.009
139.48	-0.006	0.02	0.009
139.51	-0.007	0.02	0.009
139.54	-0.007	0.02	0.009
139.58	-0.007	0.02	0.009
139.61	-0.005	0.02	0.009
139.64	-0.005	0.02	0.009
